sequence,id
"[{'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '-1'}]",19c92b25-c7b6-4789-a8d4-4310cd681e6c
"[{'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '-1'}]",d88f9da2-289a-4c1a-9b7b-ba5865950fe2
"[{'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '3', 'pitchAlter': '-1'}]",8d9a4b91-c04a-4464-ab39-0b158ec18d07
"[{'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}]",3d741995-4e13-4554-a721-ff757ec41946
"[{'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '2', 'pitchAlter': '0'}]",d4e7553b-0f28-449b-bd6d-f9f18ac9be0e
"[{'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '2', 'pitchAlter': '0'}]",7c8dc857-77f8-467c-bec7-c8f18cf41a90
"[{'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '0'}]",2fe82a11-28bc-4d03-ab2a-21977e22490f
"[{'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}]",5a129452-5037-434d-818a-b1955cd0172e
"[{'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '2', 'pitchAlter': '0'}]",53d86748-e830-4580-a3e8-8d7f934bf8ed
"[{'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '2', 'pitchAlter': '0'}]",d908de23-e85a-4480-954b-1220c5a86cf6
"[{'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '-1'}]",c3f0cf7a-5b21-4fad-8247-9e89985e0d88
"[{'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}]",76adcfec-1c6c-4f1b-901a-d580d3c3e29b
"[{'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '-1'}]",69e84ffa-6749-4505-9438-87b95f01832d
"[{'duration': '1', 'pitchStep': 'A', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '-1'}]",c16a7aeb-bbca-4eab-ae88-055a380f843d
"[{'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '-1'}]",2315ca6c-647d-49f1-928c-541454e24fa7
"[{'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}]",31098683-edd5-488a-8a97-56a87e70014f
"[{'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}]",5d300707-5c1f-4919-9d5c-55e897bd9e5e
"[{'duration': '1', 'pitchStep': 'G', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}]",298a99e6-37a6-416e-9936-04308e1c8721
"[{'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '-2'}]",419f5530-203e-422a-a2ab-a00036f99163
"[{'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '-1'}]",f95ae8f4-53ed-46d9-b21a-8179695a0bc5
"[{'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '-1'}]",c122f90f-ee90-4498-bfa0-8b088e917268
"[{'duration': '1', 'pitchStep': 'G', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '-1'}]",c9bb3ac3-142b-41fa-9511-e182ce645b3f
"[{'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}]",1c152ae9-c8fd-43f2-aece-9af9be5b63b9
"[{'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '1'}]",f762f5ba-dc7c-4664-a49f-c58fe8d478e2
"[{'duration': '1', 'pitchStep': 'F', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}]",315ddb4e-829f-441e-991f-fda509382b70
"[{'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}]",d5c7bc6f-abdd-48a2-b729-e982db8dfe12
"[{'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '-1'}]",c515b9e7-891f-4bfd-a9b5-121061631270
"[{'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '0'}]",0a79ba97-8ce2-4910-ae9e-82e5da62268e
"[{'duration': '1', 'pitchStep': 'F', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}]",bf7caffc-5f3f-43d6-992f-eda7819086d5
"[{'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}]",87f6e794-38d9-4196-a621-ff0f7519c0f8
"[{'duration': '1', 'pitchStep': 'F', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}]",ed68b23d-d48c-4ce1-b77c-a31253aab7ff
"[{'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '2', 'pitchAlter': '1'}]",392ffae3-795c-4d86-951e-8393169dae9a
"[{'duration': '1', 'pitchStep': 'E', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}]",6b7192e2-8a31-4654-8eaa-4ae22201ac71
"[{'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '1'}]",0c6f978a-d06d-4ad3-b835-188b81022a46
"[{'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}]",fe640c0d-bc2d-49ca-8cdc-1660283adc57
"[{'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '2', 'pitchAlter': '0'}]",f14615f3-ec8b-48a4-8714-4660647ae217
"[{'duration': '1', 'pitchStep': 'E', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '1'}]",a60dd760-d1da-4db7-a279-3762f9594162
"[{'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '2', 'pitchAlter': '1'}]",770c0848-a04f-4865-a2dd-ad23eef5ec5f
"[{'duration': '1', 'pitchStep': 'F', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '-1'}]",713a28bc-df36-40c6-9ca4-ceab7c0092e5
"[{'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '0'}]",4f7eb20b-6b57-47a0-bbf4-8eae5fcef0da
"[{'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}]",cc979bbe-33cd-4cce-a35f-90a45958d5c9
"[{'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}]",f4f446b5-706b-4454-a9c0-116756533fd4
"[{'duration': '1', 'pitchStep': 'E', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}]",a7675fae-63f8-4015-b472-399a29bc3bd5
"[{'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '0'}]",3ab16603-1ee7-4642-85e4-64e288aeb3cd
"[{'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}]",40355e30-afa1-4246-8cb1-8c3cc203e86a
"[{'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '0'}]",3fa08622-b518-4b8d-be9f-7d339a3c50b9
"[{'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}]",911b5120-2673-45f8-a0cb-ade04750208f
"[{'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '-1'}]",0d1c1e3d-9de3-4cd3-8c7e-54c5c3a64ee6
"[{'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '-1'}]",6f0247d0-ab24-414e-a346-30119c6bbdc7
"[{'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '-1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '-1'}]",784cff48-a8a6-4ab2-b217-aefc35dac151
"[{'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '1'}]",2c3abd9a-75c1-4697-8b7a-322f879f16cd
"[{'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '1'}]",b99b437a-8bba-4cf3-889c-b4dddaa0f1ea
"[{'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '1'}]",b604bed6-4c0e-4712-b072-e842dd1922a3
"[{'duration': '1', 'pitchStep': 'C', 'pitchOctave': '3', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'B', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'A', 'pitchOctave': '2', 'pitchAlter': '1'}, {'duration': '1', 'pitchStep': 'G', 'pitchOctave': '2', 'pitchAlter': '1'}]",1db62b50-c24e-47cc-975c-8c2dc39e534c
"[{'duration': '1', 'pitchStep': 'D', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'E', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '0'}, {'duration': '1', 'pitchStep': 'F', 'pitchOctave': '3', 'pitchAlter': '1'}]",c69399e4-043c-4e82-921c-ce4952fbc6c4
